Gene,Coordinates
IST1,16:71928311-71965102
PKD1L3,16:71963441-72034301
RPL39P31,16:72024950-72025304
ATP5F1AP3,16:72038802-72040643
DHODH,16:72042643-72061558
HP,16:72088404-72094954
HPR,16:72097125-72111145
TXNL4B,16:72118756-72128277
DHX38,16:72127746-72146811
PMFBP1,16:72152996-72206369
LOC390739,16:72312140-72314665
LINC01572,16:72314801-72698869
RNU7-90P,16:72707402-72707463
KRT18P18,16:72762464-72763862
ZFHX3,16:72816784-73925829
RNU7-71P,16:72855834-72855891
HCCAT5,16:73126248-73127673
LINC01568,16:73420704-73455295
TRK-TTT1-1,16:73512216-73512288
RPSAP56,16:73974466-73975501
LOC101928035,16:74226291-74249420
PPIAP49,16:74254828-74255326
PSMD7,16:74330712-74340186
RPL21P118,16:74346934-74347281
LOC283922,16:74366304-74402153
NPIPB15,16:74410204-74426013
LOC105376772,16:74440187-74441117
CLEC18B,16:74442529-74456039
GLG1,16:74481338-74641012
RNU6-237P,16:74490439-74490509
RPS10P23,16:74586112-74586690
HSPE1P7,16:74645989-74647147
RFWD3,16:74655297-74700775
TMPOP2,16:74701402-74702801
MLKL,16:74705753-74734760
FA2H,16:74746867-74808718
WDR59,16:74905260-75019021
ZNRF1,16:75032922-75144892
LDHD,16:75145762-75150678
ZFP1,16:75182422-75206132
RPS4Y1P1,16:75226295-75227167
CTRB2,16:75238001-75241059
CTRB1,16:75252886-75258822
LOC100506281,16:75260281-75262101
BCAR1,16:75262079-75301905
RNU6-758P,16:75320610-75320698
CFDP1,16:75327608-75467401
TMEM170A,16:75476952-75498635
CHST6,16:75505940-75529339
TMEM231P1,16:75533486-75539190
CHST5,16:75562428-75570006
TMEM231,16:75570639-75590184
GABARAPL2,16:75600277-75611779
ADAT1,16:75630766-75657179
KARS1,16:75661622-75681563
TERF2IP,16:75681671-75691330
DUXB,16:75727791-75735359
RN7SL520P,16:75732429-75732714
ATP5PBP7,16:75742757-75743763
CPHXL,16:75748029-75760388
RNA5SP430,16:75894946-75895055
RPL18P13,16:76268915-76269556
CNTNAP4,16:76311299-76594654
RN7SKP233,16:76321527-76321636
LINC02125,16:76668895-76692375
MIR4719,16:76902833-76902916
MON1B,16:77225087-77236295
SYCE1L,16:77233305-77247112
VN2R10P,16:77254291-77255161
ADAMTS18,16:77316025-77468931
NUDT7,16:77756411-77776157
VAT1L,16:77822461-78014004
PPIAP50,16:77926319-77926812
CLEC3A,16:78056445-78065998
KRT8P22,16:78082134-78083869
LOC100131126,16:78089724-78090352
WWOX,16:78133551-79246564
LSM3P5,16:78389391-78389957
RPS3P7,16:78859149-78859909
RNA5SP431,16:79298351-79298470
MAF,16:79627735-79634634
MAFTRR,16:79755209-79804429
LINC01229,16:79804368-79835240
LINC01228,16:79831732-79861047
LOC102724084,16:80189855-80597032
DYNLRB2,16:80574631-80584708
LINC01227,16:80601000-80606705
CDYL2,16:80631804-80838495
ARLNC1,16:80862632-80926493
CMC2,16:81000345-81040490
CENPN,16:81040819-81066712
ATMIN,16:81069447-81080955
C16orf46,16:81087102-81110843
GCSH,16:81115550-81130000
PKD1L2,16:81134480-81253999
RNU6-1191P,16:81140138-81140244
BCO1,16:81272294-81324747
GAN,16:81348567-81424414
MIR4720,16:81418623-81418698
CMIP,16:81478413-81745367
PPIAP51,16:81509104-81510164
MIR7854,16:81567507-81567571
MIR6504,16:81644953-81645013
LOC100129617,16:81698959-81700881
PLCG2,16:81812896-81996290
RN7SKP176,16:81995531-81995770
SDR42E1,16:82022460-82045075
HSD17B2,16:82068858-82132139
MTCYBP28,16:82154243-82155374
MTND6P28,16:82155449-82155974
MPHOSPH6,16:82181767-82203829
RN7SKP190,16:82226110-82226395
LOC100419639,16:82468394-82469018
CDH13,16:82660574-83834245
MIR8058,16:82722536-82722624
LOC101928446,16:82806924-82863243
RN7SL134P,16:82878060-82878362
LOC101928417,16:82986835-83023903
MIR3182,16:83541951-83542013
LOC102724163,16:83830841-83837581
HSBP1,16:83841583-83853342
MLYCD,16:83932720-83960636
OSGIN1,16:83986845-83999937
NECAB2,16:84001849-84036381
SLC38A8,16:84043272-84076400
RNA5SP432,16:84073523-84073638
MBTPS1,16:84087368-84150547
LOC648774,16:84152822-84154041
HSDL1,16:84155746-84178782
DNAAF1,16:84178913-84211526
TAF1C,16:84211461-84220663
ADAD2,16:84224763-84230772
LOC654780,16:84226164-84230659
KCNG4,16:84252263-84273618
RNA5SP433,16:84296421-84296534
WFDC1,16:84328484-84363450
ATP2C2,16:84402144-84497793
ATP2C2-AS1,16:84492865-84500967
MEAK7,16:84509961-84538265
COTL1,16:84599202-84651684
KLHL36,16:84682117-84701292
USP10,16:84733606-84813528
CRISPLD2,16:84853591-84943114
LOC123862,16:84954036-84954644
ZDHHC7,16:85007781-85045141
KIAA0513,16:85061401-85127836
CIBAR2,16:85131964-85146078
LINC02139,16:85170756-85183049
MIR12128,16:85241402-85241501
COX6CP16,16:85312226-85312710
LINC00311,16:85316564-85321688
MIR5093,16:85339832-85339931
GSE1,16:85645015-85709806
RN7SL381P,16:85692984-85693281
GINS2,16:85709804-85722560
C16orf74,16:85741123-85784702
MIR1910,16:85775227-85775306
EMC8,16:85812230-85833150
RNU1-103P,16:85815381-85815505
LOC101928557,16:85826021-85826539
COX4I1,16:85833301-85840674
LOC100422319,16:85848031-85848668
RPL10AP12,16:85849452-85850173
IRF8,16:85932768-85956215
MIR6774,16:85951953-85952022
LINC01082,16:86229787-86233326
LINC01081,16:86259186-86319853
LINC02135,16:86320037-86326995
LINC00917,16:86365456-86379285
LOC401864,16:86468450-86469104
FENDRR,16:86508131-86542466
FOXF1,16:86544133-86549028
RPL7AP63,16:86559041-86559921
MTHFSD,16:86563792-86588841
FLJ30679,16:86588926-86590905
FOXC2-AS1,16:86598751-86601367
FOXC2,16:86600435-86603334
FOXL1,16:86612155-86617084
LINC02189,16:86754290-86755565
LINC02188,16:86755697-86771432
LINC02181,16:87091390-87097597
LOC101928708,16:87245721-87260036
RPL39P30,16:87301737-87302141
LOC101928682,16:87305512-87326058
C16orf95,16:87336420-87350998
C16orf95-DT,16:87351115-87351649
FBXO31,16:87360593-87425727
TRM-CAT6-1,16:87417628-87417700
MAP1LC3B,16:87425942-87438380
ZCCHC14,16:87439854-87526630
NR3C1P1,16:87500742-87501276
LOC101928737,16:87527793-87549236
JPH3,16:87635441-87731762
KLHDC4,16:87741418-87799592
LOC102724467,16:87799937-87812754
SLC7A5,16:87863629-87903113
MIR6775,16:87868198-87868266
MIR11401,16:87887502-87887570
CA5A,16:87915155-87970135
BANP,16:87982844-88110924
LOC400553,16:88133015-88134591
LINC02182,16:88227887-88228823
ZNF469,16:88449367-88507161
ZFPM1,16:88519688-88603439
MIR5189,16:88535326-88535439
LOC100128882,16:88579367-88597461
ZC3H18-AS1,16:88626511-88628391
ZC3H18,16:88636811-88698372
IL17C,16:88704980-88706876
CYBA,16:88709697-88717461
MVD,16:88718348-88729499
SNAI3-AS1,16:88729781-88753594
SNAI3,16:88744096-88752915
RNF166,16:88762909-88772816
CTU2,16:88772911-88781804
PIEZO1,16:88781746-88851628
MIR4722,16:88782686-88782745
LOC100289580,16:88797588-88807833
LOC339059,16:88809175-88812156
CDT1,16:88870197-88875666
APRT,16:88875747-88878336
GALNS,16:88880142-88923355
TRAPPC2L,16:88922628-88929086
PABPN1L,16:88929741-88936560
CBFA2T3,16:88941266-89043615
LOC101927793,16:88949923-88953544
LOC100129697,16:89005679-89020190
ACSF3,16:89160260-89222641
LINC00304,16:89225628-89230083
LINC02138,16:89232791-89235555
CDH15,16:89238156-89261900
SLC22A31,16:89262169-89268086
ZNF778,16:89284111-89303549
ANKRD11,16:89334038-89556969
LOC105371414,16:89362536-89364725
LOC100287036,16:89386860-89391325
LOC101927817,16:89497326-89520902
RNU6-430P,16:89509726-89509832
LOC100130664,16:89525199-89525845
SPG7,16:89574796-89624176
RPL13,16:89627065-89633237
SNORD68,16:89627838-89627909
CPNE7,16:89642166-89663654
DPEP1,16:89679716-89704841
CHMP1A,16:89710843-89724116
SPATA33,16:89724184-89736866
CDK10,16:89753097-89762762
SPATA2L,16:89762765-89768113
VPS9D1,16:89773542-89787306
VPS9D1-AS1,16:89778264-89784573
ZNF276,16:89786776-89807333
FANCA,16:89803957-89883055
SPIRE2,16:89894883-89937727
TCF25,16:89940000-89977787
MC1R,16:89985270-89987380
TUBB3,16:89988333-90002505
DEF8,16:90015163-90034468
SNORA119,16:90019785-90019928
CENPBD1,16:90036199-90038904
AFG3L1P,16:90038988-90067195
DBNDD1,16:90071279-90086298
GAS8,16:90086041-90111368
GAS8-AS1,16:90095316-90096309
URAHP,16:90106169-90114191
PRDM7,16:90122974-90143739
TUBB8P7,16:90160373-90162766
FAM157C,16:90168672-90244014
LOC105376781,16:90193459-90228130
RNU6-355P,16:90211000-90211103
CICP25,16:90238512-90242280
SEPTIN14P16,16:90244123-90246708
DOC2B,17:67-31441
LINC02091,17:33615-37042
RPH3AL,17:62180-202598
LOC100506388,17:181310-183279
LOC105371430,17:254326-263814
C17orf97,17:260116-264457
RFLNB,17:289769-295730
VPS53,17:411908-618079
RPS4XP17,17:559972-560836
TLCD3A,17:635836-646208
GEMIN4,17:647661-655504
DBIL5P,17:655573-658576
GLOD4,17:662570-685520
MRM3,17:685593-695749
NXN,17:702550-883016
LOC101927727,17:812872-814452
TIMM22,17:900369-906911
ABR,17:906759-1133016
MIR3183,17:925716-925799
MRPL14P1,17:1059171-1059567
BHLHA9,17:1173738-1175109
TRARG1,17:1182956-1204272
YWHAE,17:1247569-1303516
CRK,17:1323987-1359526
MYO1C,17:1367480-1395980
INPP5K,17:1397871-1419906
PITPNA-AS1,17:1420213-1421390
PITPNA,17:1421012-1466086
SLC43A2,17:1472548-1532128
RN7SL105P,17:1507668-1507966
SCARF1,17:1537152-1549026
RILP,17:1549444-1553160
PRPF8,17:1553923-1588161
TLCD2,17:1606110-1613671
MIR22HG,17:1614798-1619566
MIR22,17:1617197-1617281
WDR81,17:1619817-1641879
SERPINF2,17:1646165-1658559
SERPINF1,17:1665354-1680859
SMYD4,17:1682779-1733196
RPA1,17:1733299-1803376
LOC642502,17:1760573-1761755
RTN4RL1,17:1837971-1928628
LOC105371485,17:1921010-1924000
DPH1,17:1933406-1947192
OVCA2,17:1945316-1946719
MIR132,17:1953202-1953302
MIR212,17:1953565-1953674
HIC1,17:1958397-1966535
SMG6,17:1963133-2207079
MCUR1P1,17:2030699-2031569
RN7SL624P,17:2103056-2103333
LOC101927839,17:2135972-2136904
SRR,17:2207237-2228558
HNRNPA1P16,17:2210056-2211342
TSR1,17:2225690-2239751
SNORD91B,17:2232419-2232504
SNORD91A,17:2233573-2233664
SGSM2,17:2240795-2284348
MNT,17:2287367-2304354
LOC284009,17:2310275-2318730
METTL16,17:2319343-2415182
RN7SL33P,17:2461047-2461388
EIF4A1P9,17:2489481-2491174
PAFAH1B1,17:2496948-2588909
SAMD11P1,17:2516576-2517263
RN7SL608P,17:2584250-2584528
CLUH,17:2592681-2615314
MIR6776,17:2596155-2596213
LOC105371592,17:2615603-2616127
CCDC92B,17:2624095-2652946
MIR1253,17:2651372-2651476
RAP1GAP2,17:2680052-2941035
LOC101927911,17:2865541-2869189
OR1D5,17:2965963-2966901
OR1D2,17:2991778-3007716
OR1E3,17:3019887-3020751
OR1G1,17:3029904-3030845
LOC100288728,17:3038263-3080229
OR1P1,17:3057184-3058176
OR1A2,17:3100811-3101742
OR1A1,17:3110961-3122190
OR1D4,17:3143970-3144908
OR1D3P,17:3169106-3169748
OR3A2,17:3179407-3289602
OR3A1,17:3194311-3201654
OR3A4P,17:3213539-3214740
OR3A5P,17:3214494-3215186
OR1AC1P,17:3280761-3281007
OR1R1P,17:3289140-3290168
OR1E1,17:3300398-3301704
OR3A3,17:3314664-3327364
OR1E2,17:3336164-3337135
SPATA22,17:3343313-3417152
ASPA,17:3377404-3406699
TRPV3,17:3413796-3461106
TRPV1,17:3468740-3512705
SHPK,17:3511534-3539544
LOC100422717,17:3522358-3523222
CTNS,17:3539753-3566397
P2RX5-TAX1BP3,17:3566187-3599698
TAX1BP3,17:3566189-3571872
RPL21P125,17:3568471-3569034
EMC6,17:3572106-3572959
P2RX5,17:3576521-3599449
ITGAE,17:3617922-3704482
HASPIN,17:3627197-3629993
NCBP3,17:3705452-3749540
CAMKK1,17:3763609-3796347
P2RX1,17:3799886-3819759
ATP2A3,17:3827167-3867731
LINC01975,17:3880397-3886439
ZZEF1,17:3907739-4046324
RNA5SP434,17:3960050-3960170
CYB5D2,17:4046462-4060995
ANKFY1,17:4067115-4167274
LOC100420060,17:4103662-4104255
RYKP1,17:4125361-4128349
UBE2G1,17:4172554-4269970
MFSD1P1,17:4204542-4206677
RN7SL774P,17:4267459-4267748
SPNS3,17:4337235-4391499
SPNS2,17:4402176-4442330
MYBBP1A,17:4442199-4458679
GGT6,17:4460222-4463872
TXNP4,17:4475473-4475961
SMTNL2,17:4487302-4511614
LINC01996,17:4513744-4520942
RNU6-955P,17:4523044-4523147
ALOX15,17:4534214-4544973
PELP1,17:4573069-4607432
LOC101559451,17:4607525-4608824
RPS12P29,17:4608094-4608594
ARRB2,17:4613927-4624792
MED11,17:4634723-4636902
CXCL16,17:4636828-4643223
ZMYND15,17:4643128-4649414
TM4SF5,17:4675181-4686506
VMO1,17:4688580-4689659
GLTPD2,17:4692259-4693884
PSMB6,17:4699459-4701790
PLD2,17:4710447-4726725
MINK1,17:4736635-4801356
ATP6V0CP1,17:4760262-4760694
RN7SL784P,17:4786270-4786611
CHRNE,17:4801066-4806393
C17orf107,17:4802831-4806229
GP1BA,17:4835572-4838318
SLC25A11,17:4840425-4843341
RNF167,17:4843387-4848517
PFN1,17:4848947-4851825
ENO3,17:4853847-4860424
SPAG7,17:4862521-4871112
CAMTA2,17:4871292-4890970
MIR6864,17:4872997-4873066
MIR6865,17:4873381-4873445
INCA1,17:4891425-4900817
KIF1C,17:4901245-4931696
KIF1C-AS1,17:4922509-4923388
SLC52A1,17:4935897-4938721
LOC100421332,17:4965063-4965600
ZFP3,17:4981762-4999669
ZNF232,17:5009029-5026411
ZNF232-AS1,17:5015230-5017677
USP6,17:5019327-5078286
ZNF594,17:5082830-5095163
LOC100130950,17:5095302-5139298
SCIMP,17:5112215-5138155
RABEP1,17:5185579-5289660
NUP88,17:5288153-5322982
RPAIN,17:5323502-5336197
C1QBP,17:5336097-5342475
DHX33,17:5344237-5372302
DHX33-DT,17:5372412-5373680
DERL2,17:5374574-5389498
MIS12,17:5389694-5394131
LOC728392,17:5402747-5404326
NLRP1,17:5404716-5487829
RNU7-31P,17:5417530-5417590
LOC100128284,17:5633516-5635128
LOC339166,17:5675554-5834016
WSCD1,17:5973699-6027747
RNU6-1264P,17:6110483-6110589
BTF3P14,17:6225735-6226548
AIPL1,17:6327058-6338441
PIMREG,17:6347775-6354789
PITPNM3,17:6354583-6459875
KIAA0753,17:6481467-6544031
RNA5SP435,17:6504264-6504371
TXNDC17,17:6544380-6547861
MED31,17:6546631-6554925
C17orf100,17:6555082-6556795
MIR4520-1,17:6558759-6558828
MIR4520-2,17:6558768-6558821
ALOX15P1,17:6561038-6564701
SLC13A5,17:6588038-6616688
RPL23AP73,17:6653037-6653250
XAF1,17:6658766-6678966
FBXO39,17:6679534-6690965
TEKT1,17:6701312-6735048
ALOX12P2,17:6756895-6803668
LOC100128007,17:6830736-6831581
ALOX12-AS1,17:6888442-6915653
ALOX12,17:6899368-6914073
RNASEK-C17orf49,17:6915736-6920843
RNASEK,17:6915943-6917851
C17orf49,17:6918101-6920839
MIR497HG,17:6919137-6922973
MIR195,17:6920934-6921020
MIR497,17:6921230-6921341
BCL6B,17:6926369-6932963
SLC16A13,17:6939334-6943436
SLC16A11,17:6944940-6947411
CLEC10A,17:6977856-6983570
ASGR2,17:7004641-7018130
RPL7AP64,17:7044264-7044911
ASGR1,17:7076750-7082689
DLG4,17:7090506-7123369
ACADVL,17:7120444-7128585
MIR324,17:7126616-7126698
DVL2,17:7128661-7137836
PHF23,17:7138357-7142776
GABARAP,17:7143327-7145768
CTDNEP1,17:7146910-7155297
ELP5,17:7155056-7163259
CLDN7,17:7163222-7166532
SLC2A4,17:7185037-7191576
YBX2,17:7191582-7197958
EIF5A,17:7210318-7215782
GPS2,17:7215980-7218679
NEURL4,17:7218947-7232654
ACAP1,17:7239848-7254796
KCTD11,17:7255481-7258263
TMEM95,17:7258475-7260538
TNK1,17:7284408-7293061
TMEM256-PLSCR3,17:7293046-7307450
PLSCR3,17:7293046-7297844
TMEM256,17:7306294-7307416
NLGN2,17:7311164-7323179
SPEM1,17:7323643-7324951
SPEM2,17:7328935-7330887
SPEM3,17:7332176-7336139
TMEM102,17:7338754-7340998
FGF11,17:7341617-7348256
CHRNB1,17:7348380-7361029
ZBTB4,17:7362697-7387568
SLC35G6,17:7384721-7386383
POLR2A,17:7387685-7417933
TNFSF12-TNFSF13,17:7452375-7464918
TNFSF12,17:7452375-7461198
TNFSF13,17:7461599-7464925
SENP3,17:7465236-7475287
SENP3-EIF4A1,17:7465309-7482324
EIF4A1,17:7476143-7482324
SNORA48,17:7478031-7478165
SNORD10,17:7480129-7480276
SNORA67,17:7481273-7481409
CD68,17:7482956-7485429
LOC100996842,17:7485285-7487410
MPDU1,17:7486965-7491530
SOX15,17:7491496-7493412
FXR2,17:7494548-7518215
SHBG,17:7517382-7536690
TRUND-NNN6-1,17:7524457-7524525
SAT2,17:7529552-7531194
ATP1B2,17:7549945-7561088
TP53,17:7571739-7590808
WRAP53,17:7589389-7606820
EFNB3,17:7608520-7614690
DNAH2,17:7621062-7737060
RPL29P2,17:7657638-7658294
KDM6B,17:7737535-7758114
TMEM88,17:7758384-7759417
NAA38,17:7759999-7788738
CYB5D1,17:7761321-7765600
CHD3,17:7788114-7816073
SCARNA21,17:7809441-7809578
RNF227,17:7816642-7819636
KCNAB3,17:7825177-7833174
TRAPPC1,17:7833663-7835317
CNTROB,17:7835399-7853238
GUCY2D,17:7905933-7923660
ALOX15B,17:7942377-7952452
ALOXE3P1,17:7974704-7975848
ALOX12B,17:7975954-7991034
MIR4314,17:7991374-7991465
ALOXE3,17:7999218-8022234
TRK-TTT3-5,17:8022473-8022545
TRQ-CTG1-5,17:8023070-8023141
TRL-TAG1-1,17:8023632-8023713
HES7,17:8023910-8027424
TRR-TCT2-1,17:8024243-8024330
TRG-GCC2-6,17:8029064-8029134
TRS-CGA1-1,17:8042199-8042280
TRT-AGT5-1,17:8042770-8042843
PER1,17:8043790-8055722
MIR6883,17:8048312-8048389
VAMP2,17:8062465-8066266
TMEM107,17:8075775-8079698
SNORD118,17:8076771-8076906
TRW-CCA3-3,17:8089676-8089747
TRS-GCT4-3,17:8090184-8090265
MIR4521,17:8090263-8090322
TRT-AGT1-1,17:8090478-8090551
TRI-AAT5-5,17:8090911-8090984
BORCS6,17:8091663-8093498
AURKB,17:8108049-8113893
LINC00324,17:8123948-8127361
TRW-CCA1-1,17:8124187-8124258
TRG-TCC3-1,17:8124866-8124937
TRD-GTC2-11,17:8125556-8125627
TRP-CGG1-3,17:8126151-8126222
CTC1,17:8128133-8151374
TRT-AGT1-2,17:8129553-8129626
TRS-AGA2-6,17:8129928-8130009
TRI-AAT4-1,17:8130309-8130382
PFAS,17:8152607-8173804
SLC25A35,17:8191081-8198718
RANGRF,17:8191988-8193405
ARHGEF15,17:8213559-8225829
ODF4,17:8243158-8249364
LOC100128288,17:8261731-8263859
KRBA2,17:8262140-8280022
RPL26,17:8280834-8286511
RNF222,17:8294020-8301145
NDEL1,17:8339202-8371481
MYH10,17:8377530-8534043
RNU7-43P,17:8414444-8414503
PPIAP52,17:8463789-8464280
RPS26P53,17:8464521-8464963
CCDC42,17:8633253-8648154
SPDYE4,17:8650850-8661864
MFSD6L,17:8700428-8702683
PIK3R6,17:8706040-8770994
PIK3R5,17:8782233-8869024
NTN1,17:8924827-9147317
LOC101928266,17:9074385-9082435
STX8,17:9153788-9479137
CFAP52,17:9479959-9546764
RPL19P18,17:9493137-9493832
USP43,17:9548834-9633004
DHRS7C,17:9674755-9694909
GSG1L2,17:9705703-9725388
GLP2R,17:9729241-9795416
NPM1P45,17:9755983-9756724
RCVRN,17:9799637-9808588
GAS7,17:9813923-10101923
RPS27AP1,17:10162030-10162579
MYH13,17:10204182-10276323
MYHAS,17:10286449-10528857
MYH8,17:10293639-10325267
MYH4,17:10346607-10372876
MYH1,17:10395624-10421859
MYH2,17:10424465-10452975
MYH3,17:10531849-10560626
SCO1,17:10575791-10600850
ADPRM,17:10600911-10614875
TMEM220,17:10614450-10633340
MAGOH2P,17:10619260-10619899
TMEM220-AS1,17:10633094-10718481
TMEM238L,17:10698230-10707416
PIRT,17:10725787-10741404
RNU6-1065P,17:10761216-10761321
RPL15P21,17:10763797-10764815
RN7SL601P,17:11060772-11061064
SHISA6,17:11144530-11467380
DNAH9,17:11501787-11873065
ZNF18,17:11880756-11900792
RPL21P122,17:11914033-11914571
MAP2K4,17:11924194-12047145
RNU11-2P,17:11939813-11939954
MIR744,17:11985216-11985313
LOC103156999,17:12018836-12019556
LINC00670,17:12453285-12540504
MYOCD,17:12569207-12672266
MYOCD-AS1,17:12575179-12609452
LOC100128006,17:12663451-12693601
ARHGAP44,17:12692815-12894960
MIR1269B,17:12820585-12820659
ELAC2,17:12894929-12921344
LINC02093,17:13202498-13210077
HS3ST3A1,17:13397349-13505246
MIR548H3,17:13446846-13446963
CDRT15P1,17:13927815-13928915
COX10-AS1,17:13932609-13972775
COX10,17:13972821-14111994
CDRT15,17:14138990-14140179
HS3ST3B1,17:14204398-14252721
MGC12916,17:14207057-14209062
RPS18P12,17:14608354-14608893
RPL23AP76,17:14851058-14851515
CDRT7,17:14934292-14935274
LOC101928475,17:14954672-14955593
CDRT8,17:15008302-15009504
PMP22,17:15133096-15168643
MIR4731,17:15154944-15155013
TEKT3,17:15207129-15244914
RNU6-799P,17:15214663-15214769
RN7SL792P,17:15311701-15312005
TVP23C-CDRT4,17:15339332-15466797
CDRT4,17:15339332-15370935
RPL9P2,17:15346927-15347604
CDRT3,17:15373625-15374150
TVP23C,17:15405578-15466797
PPIAP53,17:15410109-15410852
CDRT1,17:15468796-15523018
TRIM16,17:15531280-15587625
ZNF29P,17:15578790-15578957
ZNF286A,17:15603066-15624101
UBE2SP1,17:15607393-15608407
TBC1D26,17:15635591-15648098
CDRT15P2,17:15668017-15669003
ZSWIM5P1,17:15671834-15674740
RNA5SP436,17:15685655-15685769
IL6STP1,17:15686308-15694947
MEIS3P1,17:15690164-15693019
LINC02087,17:15709556-15721056
SPECC1P1,17:15732682-15737580
ADORA2B,17:15848444-15879210
ZSWIM7,17:15879874-15903018
TTC19,17:15903138-15932718
NCOR1,17:15932471-16118848
RPLP1P11,17:15947806-15948310
RPL22P21,17:15987318-15987755
RNU6-314P,17:16002018-16002121
RNU6-862P,17:16041082-16041186
SNORD163,17:16056447-16056510
RN7SL442P,17:16095146-16095465
PIGL,17:16120524-16229725
MIR1288,17:16185328-16185402
CENPV,17:16245851-16256783
UBB,17:16284093-16286059
FTLP12,17:16294748-16295197
TRPV2,17:16318885-16340317
SNHG29,17:16342301-16373962
SNORD49B,17:16342823-16342870
SNORD49A,17:16343350-16343420
SNORD65,17:16344540-16344612
LRRC75A,17:16344891-16395507
ZNF287,17:16450268-16472526
SRSF6P2,17:16519865-16521333
ZNF624,17:16524048-16557164
NEK4P2,17:16569419-16570427
RNASEH1P2,17:16586715-16587610
CCDC144A,17:16593555-16681195
RNU6-405P,17:16595112-16595221
RN7SL620P,17:16613377-16613675
UPF3AP1,17:16648054-16650184
USP32P1,17:16690206-16707819
SRP68P1,17:16690448-16691553
FAM106C,17:16692057-16693815
NOS2P4,17:16715755-16715965
KRT16P6,17:16721297-16725867
KRT16P2,17:16733797-16736147
KRT17P1,17:16744101-16749186
KRT17P4,17:16750714-16753866
COTL1P1,17:16757123-16759435
TBC1D27P,17:16826090-16836490
TNFRSF13B,17:16842395-16875432
LOC284191,17:16879313-16884667
LINC02090,17:16891643-16893490
MPRIP,17:16945771-17095957
RNU6-767P,17:17073397-17073503
RN7SL775P,17:17081728-17082063
PLD6,17:17104309-17109647
FLCN,17:17115526-17140482
ACTG1P24,17:17145334-17146232
COPS3,17:17149930-17184560
NT5M,17:17206687-17250977
RPL13P12,17:17286669-17287377
LOC644909,17:17325991-17327043
TSEN15P1,17:17359715-17360737
MED9,17:17380314-17396535
RASD1,17:17397751-17399709
PEMT,17:17408877-17495022
RNU6-468P,17:17481945-17482052
EEF1A1P43,17:17485587-17489457
SMCR2,17:17577340-17581002
RAI1,17:17584772-17714767
RAI1-AS1,17:17662468-17669616
SMCR5,17:17680000-17682843
SREBF1,17:17714648-17740300
MIR6777,17:17716794-17716859
MIR33B,17:17717150-17717245
TOM1L2,17:17746825-17875714
DRC3,17:17876127-17920203
BRI3P3,17:17884303-17884974
LOC100419436,17:17913958-17915140
ATPAF2,17:17921335-17942482
GID4,17:17942722-17971719
DRG2,17:17991262-18011283
LOC105371566,17:18011005-18020875
MYO15A,17:18012070-18083114
ALKBH5,17:18087142-18113268
LLGL1,17:18128949-18148189
FLII,17:18148129-18162336
MIEF2,17:18163976-18169866
TOP3A,17:18174742-18218308
RPL7AP65,17:18215196-18216007
RPL21P121,17:18216459-18216845
SMCR8,17:18218607-18231370
SHMT1,17:18231187-18266864
MIR6778,17:18244128-18244200
EVPLL,17:18281092-18292961
TBC1D3P4,17:18298393-18304274
LINC02076,17:18314473-18317702
YWHAEP2,17:18321509-18321620
KRT17P5,17:18325495-18328647
KRT17P2,17:18330175-18335240
KRT16P1,17:18343222-18346209
KRT16P4,17:18353498-18354081
TNPO1P2,17:18363588-18366812
LGALS9C,17:18380103-18398259
NOS2P2,17:18400404-18406599
USP32P2,17:18414576-18424566
FAM106A,17:18427880-18430160
SRP68P2,17:18430873-18431776
CCDC144B,17:18441114-18528930
RPS28P9,17:18476035-18476417
TBC1D28,17:18538842-18547740
LOC645139,17:18553680-18555052
ZNF286B,17:18561742-18585627
FOXO3B,17:18570942-18585627
UBE2SP2,17:18580574-18581225
TRIM16L,17:18601311-18639425
FBXW10,17:18647367-18682662
TVP23B,17:18684496-18710027
LOC101929141,17:18738977-18745681
RN7SL627P,17:18743935-18744233
PRPSAP2,17:18759612-18834600
LOC100419620,17:18811486-18812312
SLC5A10,17:18853989-18925878
FAM83G,17:18872102-18908077
GRAP,17:18923969-18950270
SNORD3B-1,17:18965225-18965441
SNORD3B-2,17:18967233-18967449
KYNUP2,17:18986172-18987724
LOC102724624,17:18992756-18999675
SNORD3D,17:19015733-19015949
GRAPL,17:19030902-19062500
GRAPL-AS1,17:19057959-19065937
KYNUP1,17:19070991-19072543
SNORD3A,17:19091329-19091545
SNORD3C,17:19093342-19093558
KYNUP3,17:19112344-19113890
LOC388436,17:19118943-19126921
EPN2,17:19140690-19240028
EPN2-IT1,17:19174706-19177701
EPN2-AS1,17:19199909-19209574
B9D1,17:19238008-19281226
MIR1180,17:19247819-19247887
MAPK7,17:19281063-19286857
MFAP4,17:19286758-19290503
RNF112,17:19314545-19320589
RPS2P46,17:19349246-19350188
RPL17P43,17:19400233-19400880
TRW-CCA2-1,17:19411494-19411565
SLC47A1,17:19437167-19482347
SNORA59B,17:19460873-19461024
SLC47A1P1,17:19483256-19499371
MTND1P14,17:19505572-19506518
NMTRQ-TTG12-1,17:19506587-19506658
MTND2P12,17:19507158-19508357
MTCO1P39,17:19508767-19509246
SLC47A1P2,17:19532343-19537138
ALDH3A2,17:19551449-19580909
SLC47A2,17:19581630-19622292
ALDH3A1,17:19641297-19651611
LOC441784,17:19658694-19659719
ULK2,17:19674143-19771249
